"","msg_id","ts","user","type","text","reply_count","reply_users_count","ts_latest_reply","ts_thread","parent_user_id","channel"
"175",NA,"1621325916.061400","U01ULDNCVKP","message","z[i,first[i]+1] is drawn in the dcat distribution for z(t)|z(t-1), z[i,first[i]-1] is not defined as it's not used. Does it make sense?",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"176",NA,"1621325934.062200","U022FB58ZNV","message","thanks!",NA,NA,NA,"1621325112.053400","U022FB58ZNV","questions-5-survival-estimation"
"177",NA,"1621325979.064300","U022FBABGBT","message","I don't understand why the prior and posterior should not be too confounded... Wouldn't it help the model to estimate better survival if the prior of survival, for example, is already well estimated? I thought that was the case, following what you explained on the european dipper. Thanks in advance for your answer ! :slightly_smiling_face:",5,2,"1621333281.110900",NA,NA,"questions-5-survival-estimation"
"178",NA,"1621325992.064800","U020D3400HW","message","Loved this part of the workshop! : ) Thank you <@U01UDBUETM5> :smile:",NA,NA,NA,NA,NA,"questions-5-survival-estimation"
"179",NA,"1621326008.065000","U01UMBR0K38","message","For dealing with missing years: you could include that by using a ""dummy covariate"" that has a value of 1 whenever there was sampling, and 0 when there was none. In your model, you then multiply your recapture probability with that covariate. So your p will become 0 in all years when there was no sampling, and will be estimated ""as normal"" when there was sampling.",NA,NA,NA,"1621325038.052000","U021Y2G74H1","questions-5-survival-estimation"
"180",NA,"1621326057.066200","U021W7G8Y14","message","Sarah mentioned reparameterising the Beta distribution in terms of (more familiar) mean and variance parameters - thank you Sarah - very useful. See here for further explanation: <https://en.wikipedia.org/wiki/Beta_distribution#Mean_and_variance>",NA,NA,NA,NA,NA,"questions-5-survival-estimation"
"181",NA,"1621326086.067100","U022FB58ZNV","message","is there a rule of thumb on the minimal ratio of marked animals in a given population you should have to have an accurate enough estimate of survival?",13,3,"1621328029.092400",NA,NA,"questions-5-survival-estimation"
"182",NA,"1621326092.067400","U021YMTAPE1","message","Thanks! :+1:",NA,NA,NA,"1621324188.040900","U021YMTAPE1","questions-5-survival-estimation"
"183",NA,"1621326095.067700","U01UMBR0K38","message","Analogously, you could include a dummy covariate with values of 1 and 2, and use it as a nested index.
it works similarly if you have multiple categorical levels of sampling effort (i.e. ""none"", ""low"", ""high"").",NA,NA,NA,"1621325038.052000","U021Y2G74H1","questions-5-survival-estimation"
"184",NA,"1621326116.068400","U01UMBR0K38","message","Finally, continuous measures of sampling effort can just be included as continuous covariates :wink:",NA,NA,NA,"1621325038.052000","U021Y2G74H1","questions-5-survival-estimation"
"185",NA,"1621326119.068600","U01UMBR0K38","message","Many options!",NA,NA,NA,"1621325038.052000","U021Y2G74H1","questions-5-survival-estimation"
"186",NA,"1621326299.071100","U01UMBR0K38","message","You are correct that a good prior will help the model make the estimate. BUT: how do you know your prior is really, truly good? For that reason, when we work with informative priors, we always do a prior sensitivity analysis, i.e. we run the model with a bunch of different informative priors. What we want to see is that the posterior is always similar independent of what prior information we provide.",NA,NA,NA,"1621325979.064300","U022FBABGBT","questions-5-survival-estimation"
"187",NA,"1621326325.071500","U01ULDNCVKP","message","I'm afraid we don't have a rule of thumb, I guess the answer is problem-specific, and my advice would be to use simulations to assess the precision of your survival estimate given the biology of your species, the effort you're ready to invest, etc...",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"188",NA,"1621326343.071800","U01UMBR0K38","message","So what we need to ensure is that prior and posterior are not too ""confounded"" ACROSS a variety of models using different prior information.",NA,NA,NA,"1621325979.064300","U022FBABGBT","questions-5-survival-estimation"
"189",NA,"1621326392.073700","U01ULDNCVKP","message","I will try and provide a few references in a minute or so.",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"190",NA,"1621326406.074100","U0228P4R9PE","message","First of all, great workshop, thanks! I understand the issue of Bayesian vs. frequentist modelling is not the topic here, but I was wondering: let's say were are in a CMR applied context, unconcerned about using elegant, ""fashionable"" methods and maximising the probablity of producing a high-impact paper, why would we opt for a Bayesian approach? Particularly if we don't have informative priors?",8,5,"1621340855.116400",NA,NA,"questions-5-survival-estimation"
"191",NA,"1621326435.074600","U022AJN2J81","message","Can the Eps[t] part of the phi parameter definition be interpreted as the background survival rates, independent of the covariate effect on survival rate (beta2)?",4,2,"1621327346.086700",NA,NA,"questions-5-survival-estimation"
"192",NA,"1621326443.074700","U0228RCCZ7E","message","Hi all, interesting discussions! Just wondering - if there are quite a lot of data, and the data kind of outweighting the prior info, does it mean that the results will be pretty close to likelihood results?",NA,NA,NA,"1621325162.054900","U021RJQBBGS","questions-5-survival-estimation"
"193",NA,"1621326444.074900","U01UMBR0K38","message","That's not so bad. It should still work I think.
I recommend running two separate models: one with only the Age effect, and one with only the sex effect. Check that both of those work fine.",NA,NA,NA,"1621324391.044300","U022SEENZKJ","questions-5-survival-estimation"
"194",NA,"1621326451.075100","U01ULDNCVKP","message","Let's start with <https://onlinelibrary.wiley.com/doi/10.2193/0091-7648%282006%2934%5B1028%3APCSSPB%5D2.0.CO%3B2>",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"195",NA,"1621326464.075400","U021GG5HHMH","message","Thanks, sorry for being daft, there's something I am missing here. I think I am getting confused with R notation. When we have dcat(delta[1:2]) this is the same as dcat(c(1,0)), but that gives me an error in R since dcat needs the probabilities as arguments? <@U01ULDNCVKP>",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"196",NA,"1621326504.076100","U01UMBR0K38","message","<@U0228RCCZ7E> yes, that should be the case.",NA,NA,NA,"1621325162.054900","U021RJQBBGS","questions-5-survival-estimation"
"197",NA,"1621326526.076600","U022SQVS6GY","message","I am not sure why dcat is better than multinomial. can you explain?",9,3,"1621327358.087100",NA,NA,"questions-5-survival-estimation"
"198",NA,"1621326556.076900","U01ULDNCVKP","message","And this one <https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.12214>",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"199",NA,"1621326568.077100","U01ULDNCVKP","message","aaaaaaaand <https://www.int-res.com/articles/esr2015/28/n028p147.pdf>",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"200",NA,"1621326577.077300","U01UMBR0K38","message","dcat is a multinomial, just that the number of trials is 1 (just like the bernouilli is a binomial with 1 trial).",NA,NA,NA,"1621326526.076600","U022SQVS6GY","questions-5-survival-estimation"
"201",NA,"1621326595.077600","U01ULDNCVKP","message","Last one <https://crbpo.mnhn.fr/IMG/pdf/lieury_millon_et_al_in_press_biol_cons_optimising_capture_recapture_surveys.pdf>",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"202",NA,"1621326605.077800","U022SEENZKJ","message","Ok thanks. Just started the models!",NA,NA,NA,"1621324391.044300","U022SEENZKJ","questions-5-survival-estimation"
"203",NA,"1621326693.078400","U022SQVS6GY","message","ok, one roll of die? so it might be appropriate for multinomial outcome with one trial?",NA,NA,NA,"1621326526.076600","U022SQVS6GY","questions-5-survival-estimation"
"204",NA,"1621326717.079100","U0228RCCZ7E","message","Thanks Chloe, if this is the case, would there be a concern for losing advantages of Bayesian inference, as the results won’t be too different from likelihood methods?",NA,NA,NA,"1621325162.054900","U021RJQBBGS","questions-5-survival-estimation"
"205",NA,"1621326754.079700","U01UMBR0K38","message","one roll of a die that has different probabilities of landing on each of it's sides (technically, they could be equal probabilities too I guess)!",NA,NA,NA,"1621326526.076600","U022SQVS6GY","questions-5-survival-estimation"
"206",NA,"1621326757.080000","U020E0D34F2","message","First of all, thank you very much for this fantastic workshop! I wonder what are the consequences of assuming that all individuals are alive at any state (zinits)?? Thank you!",4,2,"1621334183.114000",NA,NA,"questions-5-survival-estimation"
"207",NA,"1621326796.080400","U022FB58ZNV","message","that was amazing thank you so much <@U01UDBUETM5>!!!",NA,NA,NA,NA,NA,"questions-5-survival-estimation"
"208",NA,"1621326799.080500","U021QB26LLB","message","Let's see how this could work:
P(high-impact paper | bayesian analysis) = P(bayesian analysis | high-impact paper) * P(high-impact paper) / P(Bayesian analysis)",NA,NA,NA,"1621326406.074100","U0228P4R9PE","questions-5-survival-estimation"
"209",NA,"1621326803.080700","U022FB58ZNV","message","super! last one is probably the closest from my issues",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"210",NA,"1621326843.081100","U021GG5HHMH","message","FFS... ok I get it, you are defining the probabilities,",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"211",NA,"1621326889.081400","U022SQVS6GY","message","ok, thanks. does it work also for jags or just nimble?",NA,NA,NA,"1621326526.076600","U022SQVS6GY","questions-5-survival-estimation"
"212",NA,"1621326891.081600","U021QB26LLB","message","Jokes aside the Bayesian framework gives you way more flexibility to expand models and add additional needed complexities compared to the frequentists one where the algorithm often cannot deal with the complexities.",NA,NA,NA,"1621326406.074100","U0228P4R9PE","questions-5-survival-estimation"
"213",NA,"1621326896.081800","U021W7G8Y14","message","Excellent references - my biblio is growing exponentially during this workshop!",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"214",NA,"1621326902.082000","U022FB58ZNV","message","Ahaha. I finaly found dipper.csv in the github repository. ..I had trouble with tidyverse too indeed. I do have read_csv now. Thanks!",NA,NA,NA,"1621323469.028300","U022FB58ZNV","questions-5-survival-estimation"
"215",NA,"1621326925.082300","U021GG5HHMH","message","so dcat(c(1,0)) means a categorical dist with 2 states, fist state P=1 and second state P=0",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"216",NA,"1621326927.082500","U01UMBR0K38","message","The eps[t] are the levels of a time-random effect. They can be interpreted as residual variation in addition to covariates.

So, if you have survival affected by temperature and two model like this:

*Model A*
logit(phi[t]) &lt;- beta[1] + beta[2]*temperature[t] + eps[t]",NA,NA,NA,"1621326435.074600","U022AJN2J81","questions-5-survival-estimation"
"217",NA,"1621326936.082700","U01UMBR0K38","message","*Model B*
logit(phi[t]) &lt;- beta + eps[t]",NA,NA,NA,"1621326435.074600","U022AJN2J81","questions-5-survival-estimation"
"218",NA,"1621326983.082900","U021GG5HHMH","message","presumably this works because it's inside the ""nimbleCode"" function and so it treats dcat differently than it would treat it in R?",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"219",NA,"1621327025.083200","U01UMBR0K38","message","Then the (variance of) eps[t] will be larger in Model B, because they also include the temperature effect. In Model A, we will have lower ""residual variation"" (= variance of eps[t]) because we explicitly account for the temperature effect.  Does this make sense?",NA,NA,NA,"1621326435.074600","U022AJN2J81","questions-5-survival-estimation"
"220",NA,"1621327037.083500","U01UMBR0K38","message","Works for Jags as well.",NA,NA,NA,"1621326526.076600","U022SQVS6GY","questions-5-survival-estimation"
"221",NA,"1621327051.083800","U022FBABGBT","message","Thank you Chloé for your answer !
So if I understand well, you are testing a bunch of different priors, and for each of these priors, you check whether the posterior is confounded with the prior, it that correct? And if for each prior, posteriors are confounded with their corresponding priors, that we mean that the posterior are too dependent on the prior values?",NA,NA,NA,"1621325979.064300","U022FBABGBT","questions-5-survival-estimation"
"222",NA,"1621327096.084000","U020J4MDZU0","message","Hi <@U01UMBR0K38> can I check on the author of ""Bayesian Analysis using WinBUGS"" that you mentioned? The book I was thinking of yesterday has a different title and Google didn't direct me neatly to your one?",NA,NA,NA,"1621262595.048600","U020J4MDZU0","questions-5-survival-estimation"
"223",NA,"1621327106.084200","U021GG5HHMH","message","so that line really just defines the initial state, which as you say is undefined for each animal before it was detected for the first time, and then the Bayes machinery takes care of generating the following states at each iteration",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"224",NA,"1621327137.084500","U021GG5HHMH","message","am I getting there? <@U01ULDNCVKP>",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"225",NA,"1621327175.084700","U022SQVS6GY","message","Missed Sarah's lecture on priors m oment matching. when is it best to use informative vs uninformative priors vs. vague priors or with very large variances (as seems to be a common practice among many bayesians)",NA,NA,NA,"1621326526.076600","U022SQVS6GY","questions-5-survival-estimation"
"226",NA,"1621327219.085100","U01ULDNCVKP","message","Thank you for your kind words <@U0228P4R9PE>. Not much to add to <@U021QB26LLB> answer. On a technical side, i) we often get boundary estimates with max lik estimation (survival estimate hits 1 or 0 for example), and using weakly informative or even vague prior fixes that issue, and ii) random effects are much easier to accommodate in the Bayesian/MCMC framework. Others will probably have something to add <@U01UMBR0K38> <@U01UQ29DG3C> <@U01UDBUETM5>",NA,NA,NA,"1621326406.074100","U0228P4R9PE","questions-5-survival-estimation"
"227",NA,"1621327261.085500","U01ULDNCVKP","message","<@U022SQVS6GY> can you ask this question in a new thread?",NA,NA,NA,"1621326526.076600","U022SQVS6GY","questions-5-survival-estimation"
"228",NA,"1621327294.085700","U01UMBR0K38","message","The consequences of the initial values for latent states are related to speed to convergence. The zinits tells the MCMC where to start. The closer to the ""truth"" it starts, the faster it will converge to that truth.

Of course, if you work with a short-lived species, it may not be realistic to set ""alive"" as the initial state 20 years later. So you can also change that at some point (as long as zinits between two observations are always 1).

What we do more commonly, actually, is that we only analyse the capture histories of an individual for a ""biologically realistic"" number of years, to save computation time :wink:",NA,NA,NA,"1621326757.080000","U020E0D34F2","questions-5-survival-estimation"
"229",NA,"1621327295.086000","U022SQVS6GY","message","Missed Sarah's lecture on priors m oment matching. when is it best to use informative vs uninformative priors vs. vague priors or with very large variances (as seems to be a common practice among many bayesians)",8,2,"1621327914.090500",NA,NA,"questions-5-survival-estimation"
"230",NA,"1621327299.086100","U022SQVS6GY","message","yep",NA,NA,NA,"1621326526.076600","U022SQVS6GY","questions-5-survival-estimation"
"231",NA,"1621327304.086400","U01ULDNCVKP","message","I love biblio, don't get me started :hugging_face:",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"232",NA,"1621327346.086700","U022AJN2J81","message","Yes, great thanks. I think I was considering background = residual in the case of the example, but it all depends on what else is defined in the model, so it's not quite the same.",NA,NA,NA,"1621326435.074600","U022AJN2J81","questions-5-survival-estimation"
"233",NA,"1621327352.086900","U021W7G8Y14","message","We used a multistate CJS model to estimate annual marine return rates of Atlantic salmon (<https://academic.oup.com/icesjms/article/76/6/1702/5481490|here>) that are usually pretty low, around 3% or approx 10 fish of 300 per year (see Table 1). As Olivier suggests: we verified our analysis would work using simulation / power analysis - see <https://stephendavidgregory.github.io/publications/Gregory2019.pdf|ms>. This analysis also allowed for missing data in the observation model and to estimate the effect of individual fish length on their return probability.",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"234",NA,"1621327358.087100","U01ULDNCVKP","message","thanks!",NA,NA,NA,"1621326526.076600","U022SQVS6GY","questions-5-survival-estimation"
"235",NA,"1621327405.087500","U021V4EBQR4","message","Thanks all for the information, it is done!! I run the printErrors() and it says the problem is make.exe, and I reinstall rtools and put rtools on the PATH, then it is  perfectly fixed!!",NA,NA,NA,"1621324483.045100","U021V4EBQR4","questions-5-survival-estimation"
"236",NA,"1621327433.087800","U021V4EBQR4","message","defining model...
building model...
setting data and initial values...
running calculate on model (any error reports that follow may simply reflect missing values in model variables) ...
checking model sizes and dimensions...
checking model calculations...
model building finished.
compiling... this may take a minute. Use 'showCompilerOutput = TRUE' to see C++ compilation details.
compilation finished.
running chain 1...
|-------------|-------------|-------------|-------------|
|-------------------------------------------------------|
running chain 2...
|-------------|-------------|-------------|-------------|
|-------------------------------------------------------|",NA,NA,NA,"1621324483.045100","U021V4EBQR4","questions-5-survival-estimation"
"237",NA,"1621327490.088000","U01ULDNCVKP","message","Very nice paper, working w the :fr::baguette_bread: crowd I see :wink:",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"238",NA,"1621327525.088200","U0228P4R9PE","message",":joy: provocative statements always get a response ! Thanks for the replies.",NA,NA,NA,"1621326406.074100","U0228P4R9PE","questions-5-survival-estimation"
"239",NA,"1621327608.088600","U01ULDNCVKP","message","I'd say, if you have prior information, just use it, but carry out a sensitivity analysis to better understand how much posterior inference is driven by your prior.",NA,NA,NA,"1621327295.086000","U022SQVS6GY","questions-5-survival-estimation"
"240",NA,"1621327646.088800","U021W7G8Y14","message","Indeed - Marie and Etienne have been my mentors. They talk very highly of you and your team too :slightly_smiling_face:",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"241",NA,"1621327651.089000","U022SQVS6GY","message","sensitivity analysis by changing priors? just the moments, distributions or both?",NA,NA,NA,"1621327295.086000","U022SQVS6GY","questions-5-survival-estimation"
"242",NA,"1621327729.089200","U01ULDNCVKP","message","Wrt large variances on the regression parameters (the betas), I tend to avoid them cause you risk getting very informative priors when you back transform to get your prior on survival (bathtub shape). That's why we use dnorm(0, sd=1.5) in the lecture/live demos. My advice here is to simulate data from your priors on betas, then visualise the prior you get for survival.",NA,NA,NA,"1621327295.086000","U022SQVS6GY","questions-5-survival-estimation"
"243",NA,"1621327750.089400","U01ULDNCVKP","message","By changing the priors yes.",NA,NA,NA,"1621327295.086000","U022SQVS6GY","questions-5-survival-estimation"
"244",NA,"1621327776.089600","U01ULDNCVKP","message","We need an example of a sensitivity analysis in the workshop I think :slightly_smiling_face:",NA,NA,NA,"1621327295.086000","U022SQVS6GY","questions-5-survival-estimation"
"245",NA,"1621327840.089900","U022SQVS6GY","message","ok, thanks - that would be helpful! I have a related question about situation when posterior distribution is weirdly and perhaps unreasonably bimodal. should i ask that question in a different thread?",NA,NA,NA,"1621327295.086000","U022SQVS6GY","questions-5-survival-estimation"
"246",NA,"1621327886.090100","U01ULDNCVKP","message","Yes, please.",NA,NA,NA,"1621327295.086000","U022SQVS6GY","questions-5-survival-estimation"
"247",NA,"1621327914.090500","U01ULDNCVKP","message","Just to illustrate the bathtub thing <https://oliviergimenez.github.io/bayesian-cr-workshop/slides/5_survival.html#125>",NA,NA,NA,"1621327295.086000","U022SQVS6GY","questions-5-survival-estimation"
"248",NA,"1621327981.091300","U01ULDNCVKP","message","Yes indeed :slightly_smiling_face:",NA,NA,NA,"1621326406.074100","U0228P4R9PE","questions-5-survival-estimation"
"249",NA,"1621328029.092400","U01ULDNCVKP","message","Working with them would be another good reason to move to Brittany :heart_eyes:",NA,NA,NA,"1621326086.067100","U022FB58ZNV","questions-5-survival-estimation"
"250",NA,"1621328093.093600","U01ULDNCVKP","message","Awesome, glad to hear it!",NA,NA,NA,"1621324483.045100","U021V4EBQR4","questions-5-survival-estimation"
"251",NA,"1621328150.094500","U01ULDNCVKP","message","Yes, you're definitely getting there. I wonder whether we should forget about dcat for the first lectures...",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"252",NA,"1621328161.094800","U01ULDNCVKP","message","Cool.",NA,NA,NA,"1621323469.028300","U022FB58ZNV","questions-5-survival-estimation"
"253",NA,"1621328244.096000","U022SQVS6GY","message","We have a situation where we are trying to determine a kind of threshold when density-dependence begins affecting say survival (e.e.g, via intra-specific aggression) in a large carnivore. we were advised by a Bayesian Guru to use flat prior [unif (10, 200)]. Now we get two distinct peaks in the posterior distribution, one around 50 and another around  160. Any suggestions on how to find the right priors that will get us closer to the ""truth""?",6,3,"1621328922.100200",NA,NA,"questions-5-survival-estimation"
"254",NA,"1621328276.096200","U01UMBR0K38","message","Yes, exactly!
In addition, we also want to check to what degree prior choice affects the estimates of other parameter in our model and - most importantly - our conclusions.",NA,NA,NA,"1621325979.064300","U022FBABGBT","questions-5-survival-estimation"
"255",NA,"1621328363.096400","U020E0D34F2","message","Thank you very much! So for example if your monitoring period is 12 years but the lifespan of the species is 4 years you can assume that each individual would be alive during 4 years from first capture and for the rest of years you can assume they are dead?",NA,NA,NA,"1621326757.080000","U020E0D34F2","questions-5-survival-estimation"
"256",NA,"1621328397.096600","U01UMBR0K38","message","To find the ""truth"", you need auxiliary data. Either in terms of expert opinion, literature reports (on similar species), and/or hard data from your system.",NA,NA,NA,"1621328244.096000","U022SQVS6GY","questions-5-survival-estimation"
"257",NA,"1621328427.097200","U01ULDNCVKP","message","A bit tricky to answer without knowing more about the model. Did you change your priors and still found two peaks? Do you use some king of mixture model in which case label switching might be an issue?",NA,NA,NA,"1621328244.096000","U022SQVS6GY","questions-5-survival-estimation"
"258",NA,"1621328467.097600","U01UMBR0K38","message","If none of these are available...I'd suggest  going with the flat prior and reporting the results as they are, i.e. there may be two solutions. Use the discussion to argue about evidence for/against one or the other.",NA,NA,NA,"1621328244.096000","U022SQVS6GY","questions-5-survival-estimation"
"259",NA,"1621328572.098200","U021GG5HHMH","message","That might be something to consider. I think in general I would avoid placeholders in the sense that they confuse folks if strictly not needed - you feel like ""why is this thing here that loos weird when a constant would be all that is required, what am I missing?"". Having said that, this has been the clearest course I have attended in the last decade :wink: so I really feel that you have done some much (for free!) for a community already that only compliments are in order! <@U01ULDNCVKP>",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"260",NA,"1621328676.099400","U0220681GLS","message","A bit off topic: Do we have reasons to believe NIMBLE will stay here for long? Or will it be another JAGS/BUGS?",1,1,"1621328981.100400",NA,NA,"questions-5-survival-estimation"
"261",NA,"1621328764.099500","U01ULDNCVKP","message","Have you tried simulating data from your model? Could be a way to understand what's going on.",NA,NA,NA,"1621328244.096000","U022SQVS6GY","questions-5-survival-estimation"
"262",NA,"1621328848.099800","U022SQVS6GY","message","Olivier, should I write to separately about this if you think it is not relevant for this group/thread?",NA,NA,NA,"1621328244.096000","U022SQVS6GY","questions-5-survival-estimation"
"263",NA,"1621328906.100000","U01ULDNCVKP","message","Thank you, means a lot coming from you. There is much room for improvements! I'll think about this placeholder thing. Maybe something to ask in a feedback form. Btw, do you use feedback forms for the distance sampling workshops? If yes, would you be ok to share it w me so I can get some inspiration?",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"264",NA,"1621328922.100200","U01ULDNCVKP","message","Sure, shoot :slightly_smiling_face:",NA,NA,NA,"1621328244.096000","U022SQVS6GY","questions-5-survival-estimation"
"265",NA,"1621328981.100400","U01ULDNCVKP","message","<@U0203USKJRE> is in his prime age so I'd say yes, we may be confident that it'll be here for long :wink:",NA,NA,NA,"1621328676.099400","U0220681GLS","questions-5-survival-estimation"
"266",NA,"1621329398.100900","U021GG5HHMH","message","We do use feedback forms. Let me check where I can find them. I am in a course right now and I should be paying attention to a person called <@U01UMBR0K38>  :rolling_on_the_floor_laughing:",NA,NA,NA,"1621323524.029200","U021GG5HHMH","questions-5-survival-estimation"
"267",NA,"1621329719.102200","U021W7G8Y14","message","<@U01UMBR0K38>",2,2,"1621333376.111400",NA,NA,"questions-5-survival-estimation"
"268",NA,"1621329854.102800","U01UDBUETM5","message","we should make a list of all the excellent advices in pictures !!",NA,NA,NA,"1621329719.102200","U021W7G8Y14","questions-5-survival-estimation"
"269",NA,"1621330308.104400","U022SQVS6GY","message","Are dirichlet priors the priors of choice for multistate param? There is no such things as multi-logit?",3,2,"1621330989.105100",NA,NA,"questions-5-survival-estimation"
"270",NA,"1621330651.104700","U01ULDNCVKP","message","Can you ask this question in the questions-6 channel please. It'll be easier for us to organise the FAQ afterwards. Thanks.",NA,NA,NA,"1621330308.104400","U022SQVS6GY","questions-5-survival-estimation"
"271",NA,"1621330693.104900","U022SQVS6GY","message","done - thanks",NA,NA,NA,"1621330308.104400","U022SQVS6GY","questions-5-survival-estimation"
"272",NA,"1621330989.105100","U01ULDNCVKP","message","Thank you!",NA,NA,NA,"1621330308.104400","U022SQVS6GY","questions-5-survival-estimation"
"273",NA,"1621332817.107400","U020E0D34F2","message","Great, you have just answered my question during the talk :slightly_smiling_face: It can be solved by setting a ""last"" capture. Thank you!",NA,NA,NA,"1621326757.080000","U020E0D34F2","questions-5-survival-estimation"
"274",NA,"1621332956.109100","U01UDBUETM5","message","Yep - definitely using it for the random effetcs part. Also when you want to write your own model (for example if you have a very particular study design) rather than using a pre-definite model, it’s relatively easy to do in a bayesien framework which is very flexible.",NA,NA,NA,"1621326406.074100","U0228P4R9PE","questions-5-survival-estimation"
"275",NA,"1621333087.110500","U021W7G8Y14","message","Thanks <@U01UMBR0K38> - good advice to limit unnecessary estimation:
To reduce the need to estimate states after the animal is definitely dead, i.e, after 10 years for an animal that lives (on average) 3 years, limit the likelihood to estimate between first[i] and last[i] where in R:
```first &lt;- apply(y, 1, get.first)
last &lt;- first + 10 # animals will never live over 10 years```
And in the nimble likelihood:
```for (t in (first[i]+1):last[i]){```",NA,NA,NA,NA,NA,"questions-5-survival-estimation"
"276",NA,"1621333241.110700","U01UXJ46T6W","message","Chloé, now that you have finished this lecture (transition stimation)... I have 7 years data of jaguars from an specific protected area; but the first years, we sampled in waterwholes (because the projects aims), and the last years, we sampled both waterwholes and roads/trails. From the 7 years of data, I have very nice sex and identity data from all jaguar individuals. Of course the sampling design and effort is different every year (dry season), but always from the same area (number of waterwholes, number of trail-stations, etc., but always during dry seasons every year). May I use these models (survival and transition estimations) to compare between sexes? How do I may incorporate this data into detection/recapture probs?",NA,NA,NA,"1621263336.057400","U01UXJ46T6W","questions-5-survival-estimation"
"277",NA,"1621333281.110900","U022FBABGBT","message","Okay, I see !! Thank you very much again !! :smile:",NA,NA,NA,"1621325979.064300","U022FBABGBT","questions-5-survival-estimation"
"278",NA,"1621333376.111400","U01UMBR0K38","message","I love this!",NA,NA,NA,"1621329719.102200","U021W7G8Y14","questions-5-survival-estimation"
"279",NA,"1621333997.113300","U021KUK5D40","message","I am not sure where I should do this question. Is it possible to perform some model similar to the POPAN approach with Nimble to estimate the (super-)population size?",4,3,"1621338042.115100",NA,NA,"questions-5-survival-estimation"
"280",NA,"1621334131.113600","U01UMBR0K38","message","I am not familiar with that particular approach, but if it's a type of open population CMR, then yes, I am sure it can be done. I like to think that if you can understand a model, you can write and run it in nimble :wink:",NA,NA,NA,"1621333997.113300","U021KUK5D40","questions-5-survival-estimation"
"281",NA,"1621334145.113800","U01UMBR0K38","message","Maybe <@U01ULDNCVKP> knows of a Bayesian application of this particular one?",NA,NA,NA,"1621333997.113300","U021KUK5D40","questions-5-survival-estimation"
"282",NA,"1621334183.114000","U01UMBR0K38","message","Great that that's clear now :slightly_smiling_face:",NA,NA,NA,"1621326757.080000","U020E0D34F2","questions-5-survival-estimation"
"283",NA,"1621335315.114300","U01ULDNCVKP","message","There is Jags code in Kéry and Schaub's book, chapter 10 <https://www.vogelwarte.ch/de/projekte/publikationen/bpa/>. See also <https://github.com/oliviergimenez/bayes-multistate-jollyseber>. Translating the Jags code in Nimble shouldn't be difficult. I should be working on that over summer. Let me know if we can help each other :slightly_smiling_face:",NA,NA,NA,"1621333997.113300","U021KUK5D40","questions-5-survival-estimation"
"284",NA,"1621336012.114700","U01UMBR0K38","message","<@U02041RP600> you can do this if you really want to. However, for efficiency/speed/memory, it's best to leave any additional calculations out of the MCMC. Predictions can be easily done using the joint posterior distributions, so there is no reason to burden your MCMC with this. (Also, it would suck if you later want to do your simulation slightly differently, and have to re-run the whole MCMC for it...) :wink:",NA,NA,NA,"1621322453.011500","U021VKN37C4","questions-5-survival-estimation"
"285",NA,"1621338042.115100","U021KUK5D40","message","Thank you so much!:hugging_face:",NA,NA,NA,"1621333997.113300","U021KUK5D40","questions-5-survival-estimation"
"286",NA,"1621339902.115800","U0216SM0TPX","message","Beyond the scope of this workshop, but in a Bayesian modelling context it is easier to integrate multiple datasets. Also, it might not increase your chances of a high impact paper, but when you use Bayesian inference you get to use concise, clear, and intuitive language to discuss your results because everything is interpreted as a probability.",NA,NA,NA,"1621326406.074100","U0228P4R9PE","questions-5-survival-estimation"
